pt_id,src,tax_family,species,species_class,cx,cy,minx,miny,maxx,maxy
197,nomatch_fixed,Arecaceae,Rhapidophyllum hystrix,palm,572553.1342000003,2845091.9694000008,572549.6441500002,2845088.4793500006,572556.6242500005,2845095.459450001
198,polygon,,,unknown,572873.4987000002,2845073.0466000005,572866.2241000002,2845067.6482999995,572877.1014999999,2845082.6927000005
199,polygon,,,unknown,572847.5503000002,2845070.3736000005,572843.3891000003,2845066.949,572848.9839000003,2845072.3413999993
200,nomatch_fixed,,,unknown,572862.8663000002,2845069.7148000007,572859.3762500001,2845066.2247500005,572866.3563500004,2845073.204850001
201,merged_fixed,Arecaceae,Elaeis guineensis,palm,572555.1307000003,2845069.1142000007,572551.6406500002,2845065.6241500005,572558.6207500005,2845072.604250001
202,polygon,Oleaceae,Ligustrum japonicum,other,572648.9212000002,2845073.2958000004,572645.4600999998,2845073.2141999993,572650.8794999998,2845080.0219
203,polygon,,,unknown,572855.2906000003,2845071.032400001,572852.9310999997,2845067.5393000003,572859.2545999996,2845075.070800001
204,nomatch_fixed,Moraceae,Ficus macrophylla,other,572716.7169000002,2845063.866,572713.2268500001,2845060.3759500002,572720.2069500004,2845067.3560500005
205,merged_fixed,,,unknown,572872.0065000003,2845066.256400001,572868.5164500001,2845062.7663500006,572875.4965500004,2845069.746450001
206,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572725.765,2845080.647300001,572722.2749500001,2845077.1572500006,572729.2550500004,2845084.137350001
207,polygon,,,unknown,572797.498,2845065.6632000008,572794.739,2845062.7566,572802.138,2845069.9089
208,nomatch_fixed,,,unknown,572851.2683000002,2845065.342200001,572847.7782500001,2845061.8521500006,572854.7583500004,2845068.832250001
209,polygon,,,unknown,572826.7909000003,2845064.700200001,572826.4738999996,2845062.5458000004,572828.6425000001,2845067.5668
210,merged_fixed,Arecaceae,Roystonia regia,palm,572605.147,2845063.695000001,572601.6569500001,2845060.2049500006,572608.6370500004,2845067.185050001
211,nomatch_fixed,,,unknown,572843.8447000002,2845062.1391000007,572840.3546500001,2845058.6490500006,572847.3347500004,2845065.629150001
212,nomatch_fixed,,,unknown,572862.1829000002,2845064.058200001,572858.6928500001,2845060.5681500006,572865.6729500004,2845067.548250001
213,nomatch_fixed,Moraceae,Ficus macrophylla,other,572658.1565000003,2845064.4868000005,572654.6664500001,2845060.9967500004,572661.6465500004,2845067.9768500007
214,polygon,Antillarum,,other,572575.0984000002,2845069.8343000007,572573.0266000004,2845063.5087,572584.2455000002,2845076.7525999993
215,nomatch_fixed,,,unknown,572857.6886000002,2845062.4531000005,572854.1985500001,2845058.9630500004,572861.1786500004,2845065.9431500006
216,nomatch_fixed,Arecaceae,pheonix doctylifera,palm,572601.8323000002,2845059.2821000004,572598.3422500001,2845055.7920500003,572605.3223500004,2845062.7721500006
217,merged_fixed,,,unknown,572873.9005000002,2845062.4685000004,572870.4104500001,2845058.9784500003,572877.3905500004,2845065.9585500006
218,nomatch_fixed,,,unknown,572781.4521000002,2845054.591100001,572777.9620500001,2845051.1010500006,572784.9421500004,2845058.081150001
219,polygon,,,unknown,572828.4463000003,2845058.0219000005,572816.218,2845051.8104,572833.9024,2845069.8455999997
220,nomatch_fixed,,,unknown,572873.8181000003,2845053.410700001,572870.3280500001,2845049.9206500007,572877.3081500004,2845056.900750001
221,nomatch_fixed,,,unknown,572861.8618000003,2845058.5206000004,572858.3717500002,2845055.0305500003,572865.3518500004,2845062.0106500005
222,merged_fixed,Arecaceae,Elaeis guineensis ,palm,572610.9876000002,2845057.9588000006,572607.4975500001,2845054.4687500005,572614.4776500004,2845061.4488500007
223,polygon,Fabaceae,Cassia javanica,other,572638.916,2845057.7181000006,572634.034,2845053.4311999995,572641.4241000004,2845062.5909
224,nomatch_fixed,Zamiaceae,Encephalartos ferox,other,572593.9954000002,2845058.757200001,572590.5053500001,2845055.2671500007,572597.4854500004,2845062.247250001
225,merged_fixed,,,unknown,572869.3715000002,2845058.927700001,572865.8814500001,2845055.4376500007,572872.8615500004,2845062.417750001
226,nomatch_fixed,,,unknown,572866.2424000002,2845054.9753000005,572862.7523500001,2845051.4852500004,572869.7324500004,2845058.4653500007
227,merged_fixed,Arecaceae,Sabal mauritiiformis,palm,572574.7626000002,2845089.781,572571.2725500001,2845086.2909500003,572578.2526500004,2845093.2710500006
228,nomatch_fixed,Arecaceae,latania loddigesii,palm,572594.4368000003,2845056.103700001,572590.9467500001,2845052.6136500007,572597.9268500004,2845059.593750001
229,nomatch_fixed,Ebenaceae,Diospyros mollis,other,572642.4791000002,2845054.3703000005,572638.9890500001,2845050.8802500004,572645.9691500004,2845057.8603500007
230,nomatch_fixed,Utilis,,other,572599.8401000003,2845045.3507000008,572596.3500500001,2845041.8606500006,572603.3301500004,2845048.840750001
231,nomatch_fixed,,,unknown,572867.7246000003,2845047.0701000006,572864.2345500002,2845043.5800500005,572871.2146500004,2845050.5601500007
232,nomatch_fixed,Moraceae,Ficus macrophylla,other,572709.5593000003,2845050.868200001,572706.0692500002,2845047.3781500007,572713.0493500005,2845054.358250001
233,polygon,Arecaceae,Coccothrinax crinita,palm,572640.3111000003,2845044.9241000004,572635.3496000003,2845040.1723999996,572644.7536000004,2845050.779
234,nomatch_fixed,,,unknown,572862.2076000003,2845033.2363000005,572858.7175500002,2845029.7462500003,572865.6976500005,2845036.7263500006
235,nomatch_fixed,,,unknown,572831.8468000003,2845045.68,572828.3567500002,2845042.1899500005,572835.3368500004,2845049.170050001
236,polygon,,,unknown,572797.0166000003,2845042.229000001,572794.6918000001,2845040.866,572798.6725000003,2845046.598099999
237,nomatch_fixed,,,unknown,572832.0074000002,2845042.2291000006,572828.5173500001,2845038.7390500004,572835.4974500004,2845045.7191500007
238,nomatch_fixed,,,unknown,572850.1029000003,2845036.1184000005,572846.6128500002,2845032.6283500004,572853.5929500004,2845039.6084500006
239,nomatch_fixed,,,unknown,572864.1892000003,2845040.1424000007,572860.6991500001,2845036.6523500006,572867.6792500004,2845043.632450001
240,nomatch_fixed,Moraceae,Ficus macrophylla,other,572701.4975000003,2845041.9838000005,572698.0074500002,2845038.4937500004,572704.9875500004,2845045.4738500006
241,nomatch_fixed,,,unknown,572866.1956000003,2845037.6546000005,572862.7055500002,2845034.1645500003,572869.6856500005,2845041.1446500006
242,nomatch_fixed,,,unknown,572854.7995000003,2845033.2406000006,572851.3094500002,2845029.7505500005,572858.2895500005,2845036.7306500007
243,nomatch_fixed,,,unknown,572769.4092000002,2845033.080100001,572765.9191500001,2845029.5900500007,572772.8992500004,2845036.570150001
244,merged_fixed,Malvaceae,Adansonia grandidieri,other,572623.1862000002,2845030.833000001,572619.6961500001,2845027.3429500004,572626.6762500004,2845034.3230500007
245,nomatch_fixed,,,unknown,572839.0697000002,2845030.8329000007,572835.5796500001,2845027.3428500006,572842.5597500004,2845034.322950001
246,merged_fixed,,,unknown,572844.6682000003,2845030.930700001,572841.1781500002,2845027.4406500007,572848.1582500004,2845034.420750001
247,nomatch_fixed,,,unknown,572765.7174000003,2845030.030500001,572762.2273500002,2845026.5404500007,572769.2074500005,2845033.520550001
248,merged_fixed,,,unknown,572820.852,2845026.0177000007,572817.3619500002,2845022.5276500005,572824.3420500004,2845029.507750001
249,merged_fixed,,,unknown,572830.2417000002,2845025.8572000004,572826.7516500001,2845022.3671500003,572833.7317500004,2845029.3472500006
250,merged_fixed,,,unknown,572847.3359000003,2845023.9311000006,572843.8458500002,2845020.4410500005,572850.8259500004,2845027.4211500008
251,nomatch_fixed,Arecaceae,Sabal palmetto,palm,572608.5657000003,2845085.4963000007,572605.0756500001,2845082.0062500006,572612.0557500004,2845088.986350001
252,nomatch_fixed,,,unknown,572759.5379000002,2845021.5235000006,572756.0478500001,2845018.0334500005,572763.0279500004,2845025.0135500007
253,merged_fixed,,,unknown,572822.3769000003,2845021.363000001,572818.8868500001,2845017.8729500007,572825.8669500004,2845024.853050001
254,merged_fixed,,,unknown,572827.5131000002,2845020.7209000005,572824.0230500001,2845017.2308500004,572831.0031500004,2845024.2109500007
255,merged_fixed,,,unknown,572758.1069000002,2845018.219900001,572754.6168500001,2845014.7298500007,572761.5969500004,2845021.709950001
256,merged_fixed,Malvaceae,Adansonia grandidieri,other,572661.1319000003,2845022.2439000006,572657.6418500001,2845018.7538500004,572664.6219500004,2845025.7339500007
257,merged_fixed,,,unknown,572851.2683000002,2845017.6713000005,572847.7782500001,2845014.1812500004,572854.7583500004,2845021.1613500006
258,merged_fixed,,,unknown,572854.7995000003,2845016.307,572851.3094500002,2845012.8169500004,572858.2895500005,2845019.7970500006
259,nomatch_fixed,,,unknown,572786.0197000003,2845000.2035000008,572782.5296500002,2844996.7134500006,572789.5097500004,2845003.693550001
260,polygon,Arecaceae, Roystonea regia,palm,572497.2414000003,2845017.8451000005,572494.9303000001,2845015.2008999996,572499.622,2845020.4091
261,polygon,,,unknown,572786.5272000002,2845011.7069000006,572773.9130999995,2845005.1074,572788.9356000004,2845025.5145999994
262,nomatch_fixed,,,unknown,572815.7157000003,2845011.7325000004,572812.2256500002,2845008.2424500003,572819.2057500004,2845015.2225500005
263,nomatch_fixed,,,unknown,572825.9883000003,2845010.929900001,572822.4982500002,2845007.4398500007,572829.4783500005,2845014.419950001
264,polygon,Burseraceae,Bursera simaruba,other,572677.438,2845008.8434000006,572675.7566,2845000.252,572685.6659000004,2845011.7350999992
265,nomatch_fixed,,,unknown,572882.4068000002,2845008.8434000006,572878.9167500001,2845005.3533500005,572885.8968500004,2845012.3334500007
266,merged_fixed,,,unknown,572874.221,2845008.602600001,572870.7309500001,2845005.1125500007,572877.7110500004,2845012.092650001
267,merged_fixed,,,unknown,572871.9738000003,2845007.7198000005,572868.4837500001,2845004.2297500004,572875.4638500004,2845011.2098500007
268,polygon,,,unknown,572854.96,2845006.2752000005,572850.5946000004,2845000.2936000004,572855.302,2845008.7324
269,nomatch_fixed,,,unknown,572825.908,2845004.7504000007,572822.4179500001,2845001.2603500006,572829.3980500004,2845008.240450001
270,polygon,,,unknown,572755.766,2845003.8676000005,572751.6689,2844996.0229,572762.497,2845008.5786000006
271,polygon,,,unknown,572817.6418000002,2845003.2256000005,572815.4638999999,2845000.129000001,572824.1273999996,2845005.6898
272,polygon,Apocynaceae,Tabernaemontana divaricata,other,572648.9298000003,2845067.7708000005,572646.7845000001,2845062.6522000004,572658.6546,2845074.3224
273,merged_fixed,,,unknown,572745.0119000003,2845001.139,572741.5218500001,2844997.6489500003,572748.5019500004,2845004.6290500006
274,nomatch_fixed,,,unknown,572859.7752000003,2845000.4166000006,572856.2851500001,2844996.9265500004,572863.2652500004,2845003.9066500007
275,nomatch_fixed,,,unknown,572812.1044000003,2845000.1759000006,572808.6143500002,2844996.6858500005,572815.5944500004,2845003.6659500008
276,nomatch_fixed,,,unknown,572882.9687000003,2845000.015400001,572879.4786500002,2844996.5253500007,572886.4587500005,2845003.505450001
277,nomatch_fixed,Combretaceae,Conocarpus erectus,other,572154.8688000003,2844932.5663000005,572151.3787500001,2844929.0762500004,572158.3588500004,2844936.0563500007
278,merged_fixed,Malvaceae,Pseudobombax ellipticum,other,572477.9263000003,2844999.7746000006,572474.4362500001,2844996.2845500004,572481.4163500004,2845003.2646500007
279,nomatch_fixed,,,unknown,572815.796,2844999.6944000004,572812.3059500002,2844996.2043500002,572819.2860500005,2845003.1844500005
280,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572209.7735000002,2844993.9797000005,572206.2834500001,2844990.4896500004,572213.2635500004,2844997.4697500006
281,merged_fixed,,,unknown,572738.0234000003,2844996.7716000006,572734.5333500002,2844993.2815500004,572741.5134500004,2845000.2616500007
282,merged_fixed,,,unknown,572842.0296000002,2844993.1419000006,572838.5395500001,2844989.6518500005,572845.5196500004,2844996.6319500008
283,polygon,,,unknown,572853.5957000003,2844996.3237000005,572849.3931,2844992.5846999995,572855.5236999998,2844998.5209
284,merged_fixed,Myrtaceae,Eucalyptus deglupta,other,572666.9034000003,2844991.197700001,572663.4133500002,2844987.7076500007,572670.3934500004,2844994.687750001
285,nomatch_fixed,,,unknown,572809.2015000003,2844994.759100001,572805.7114500002,2844991.2690500007,572812.6915500005,2844998.249150001
286,merged_fixed,,,unknown,572841.6379000003,2844987.4958000006,572838.1478500002,2844984.0057500005,572845.1279500005,2844990.9858500008
287,nomatch_fixed,,,unknown,572808.9589000003,2844989.422500001,572805.4688500002,2844985.9324500007,572812.4489500005,2844992.912550001
288,nomatch_fixed,,,unknown,572733.9312000002,2844986.8233000007,572730.4411500001,2844983.3332500006,572737.4212500004,2844990.313350001
289,nomatch_fixed,,,unknown,572824.807,2844988.7756000008,572821.3169500001,2844985.2855500006,572828.2970500004,2844992.265650001
290,nomatch_fixed,,,unknown,572817.3681000003,2844982.1453000004,572813.8780500002,2844978.6552500003,572820.8581500005,2844985.6353500006
291,polygon,,,unknown,572785.1389000003,2844980.5939000007,572778.9781,2844969.6251,572791.124,2844986.134299999
292,nomatch_fixed,,,unknown,572820.6113000002,2844980.594000001,572817.1212500001,2844977.1039500004,572824.1013500004,2844984.0840500006
293,polygon,,,unknown,572823.9176000003,2844995.082600001,572822.1666000001,2844993.3352000006,572827.0425000004,2844997.8156000003
294,nomatch_fixed,,,unknown,572823.675,2844978.0216000006,572820.1849500001,2844974.5315500004,572827.1650500004,2844981.5116500007
295,polygon,,,unknown,572886.0986000003,2844978.6679000007,572881.5646000002,2844974.486199999,572888.7795000002,2844982.211
296,nomatch_fixed,,,unknown,572729.3623000003,2844977.8653000006,572725.8722500001,2844974.3752500005,572732.8523500004,2844981.355350001
297,merged_fixed,,,unknown,572892.6794000003,2844970.7226000004,572889.1893500001,2844967.2325500003,572896.1694500004,2844974.2126500006
298,merged_fixed,,,unknown,572736.189,2844971.865500001,572732.6989500001,2844968.3754500006,572739.6790500004,2844975.355550001
299,merged_fixed,,,unknown,572877.2706000003,2844968.6361000007,572873.7805500001,2844965.1460500006,572880.7606500004,2844972.126150001
300,merged_fixed,,,unknown,572894.5063000002,2844965.9737000004,572891.0162500001,2844962.4836500003,572897.9963500004,2844969.4637500006
301,merged_fixed,,,unknown,572879.3572000003,2844964.543100001,572875.8671500002,2844961.0530500007,572882.8472500005,2844968.033150001
302,nomatch_fixed,,,unknown,572876.7176000003,2844984.1667000004,572873.2275500002,2844980.6766500003,572880.2076500005,2844987.6567500005
303,nomatch_fixed,Arecaceae,Dypsis pembana,palm,572351.7669000003,2844960.5304000005,572348.2768500001,2844957.0403500004,572355.2569500004,2844964.0204500007
304,nomatch_fixed,,,unknown,572785.46,2844958.1228000005,572781.9699500002,2844954.6327500003,572788.9500500005,2844961.6128500006
305,polygon,,,unknown,572872.7764000003,2844957.9622000004,572866.5303999996,2844952.2130999994,572879.3519000001,2844963.8517000005
306,nomatch_fixed,,,unknown,572787.5465000003,2844956.6782000004,572784.0564500001,2844953.1881500003,572791.0365500004,2844960.1682500006
307,nomatch_fixed,,,unknown,572794.6089000002,2844956.4374000006,572791.1188500001,2844952.9473500005,572798.0989500004,2844959.927450001
308,merged_fixed,,,unknown,572773.4218000002,2844955.7152000004,572769.9317500001,2844952.2251500003,572776.9118500004,2844959.2052500006
309,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572517.0903000003,2844954.7521000006,572513.6002500001,2844951.2620500005,572520.5803500004,2844958.2421500008
310,merged_fixed,,,unknown,572777.5951000003,2844953.147000001,572774.1050500001,2844949.6569500007,572781.0851500004,2844956.637050001
311,nomatch_fixed,,,unknown,572798.3006000003,2844951.7025000006,572794.8105500002,2844948.2124500005,572801.7906500004,2844955.1925500007
312,polygon,,,unknown,572748.2221000002,2844950.3381000008,572742.0028,2844945.5922,572751.2247000001,2844959.9266
313,merged_fixed,,,unknown,572766.199,2844948.9738000007,572762.7089500001,2844945.4837500006,572769.6890500004,2844952.463850001
314,merged_fixed,,,unknown,572776.1505000002,2844945.5228000004,572772.6604500001,2844942.0327500002,572779.6405500004,2844949.0128500005
315,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572516.9861000003,2844945.800500001,572513.4960500002,2844942.3104500007,572520.4761500005,2844949.290550001
316,merged_fixed,,,unknown,572772.8601000003,2844944.319000001,572769.3700500001,2844940.8289500005,572776.3501500004,2844947.8090500007
